"rowid","system:index","cloud_cover","earthsun_d","l_exceltime","pixel_count","sunazi","sunelev","temp_max","temp_mean","temp_median","temp_min","temp_p25","temp_p75","temp_skew","temp_stdDev","vapor_source",".geo","date","month","year","doy","LSmission","freeze_QAQC","temp_spread","spread_QAQC","IQR","IQR_QAQC","temp_med","pred_temp_range","opt_resid_range","calib_range","pred_temp_IQR","opt_resid_IQR","calib_IQR"
191,"1_1_2_1_LT05_013030_20070914",30,1.0059195,39339.643047419,17132,150.54677068,46.49819316,25.49433362,19.332277956595,19.1325947991996,18.38485202,18.9895812414676,19.7348788455646,2.57021563529923,0.533740215041523,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-09-14,9,"2007",257,"LS 5","P",7.1,"P",0.699999999999999,"P",19.75,18.9288515242599,0.137797322621672,19.9370318227966,19.307123892084,-0.119278854968811,19.5865842955513
192,"1_2_1_LE07_013030_20070922",59,1.0037313,39347.6407478588,6634,151.7514934,43.46302614,17.74226426,8.71606592133483,8.54681384638232,3.57115334000002,7.1799129509279,10.0453259005607,0.450883356606976,2.25953297932839,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-09-22,9,"2007",265,"LS 7","P",14.1,"F",2.8,"P",NA,NA,NA,NA,NA,NA,NA
193,"1_2_1_LE07_013030_20071125",37,0.9871101,39411.6410390278,14923,161.08497004,23.81064777,6.22353686000002,4.19105860285017,4.45033918897747,0.34796048000004,4.08306292178528,4.45033918897747,-1.47272266912325,0.575691271868534,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-11-25,11,"2007",329,"LS 7","P",5.9,"P",0.4,"P",5.94,3.88491630058707,0.38230951040764,6.45904571327748,4.5579491976115,-0.0736108631468768,5.83924221185116
194,"1_1_2_1_LT05_013030_20080511",0,1.0101572,39579.6399402778,17134,137.91458057,59.17399627,23.63151272,11.2810293066571,10.8035114610529,9.00580514000001,10.2535427546453,11.7454900693048,2.1319844680883,1.71948994707879,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2008-05-11,5,"2008",132,"LS 5","P",14.6,"F",1.4,"P",NA,NA,NA,NA,8.99017765395188,1.23934940271236,11.78786719561
195,"1_1_2_1_LT05_013030_20080612",1,1.015551,39611.6393478125,17134,130.20899042,62.82824199,28.5158633,20.5223902791813,20.3268142345238,16.7578745,19.7988393048633,21.4594188713396,0.0378157630919687,1.30740669024905,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2008-06-12,6,"2008",164,"LS 5","P",11.7,"F",1.7,"P",NA,NA,NA,NA,19.9479280062536,0.258976093100459,20.7047601083315
196,"1_2_1_LE07_013030_20080706",27,1.0166967,39635.6405555903,14068,129.5362263,61.85412354,33.29083724,25.0998335068988,25.1623090513382,21.88832252,24.7637388438312,25.5762712064074,2.07727035011859,1.02054146621052,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2008-07-06,7,"2008",188,"LS 7","P",11.4,"F",0.800000000000001,"P",NA,NA,NA,NA,23.7500324169938,0.965302593423731,25.232347909243
197,"1_2_1_LE07_013030_20080807",64,1.0140263,39667.6403500926,8966,136.24668969,56.40158459,29.86939922,22.1071238684638,22.3885559668149,18.1079924000001,21.9311955563396,22.4102970259902,0.708757040339093,0.818969199612787,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2008-08-07,8,"2008",220,"LS 7","P",11.8,"F",0.5,"P",NA,NA,NA,NA,NA,NA,NA
198,"1_1_2_1_LT05_013030_20080815",70,1.0126687,39675.6380559144,4671,137.85106299,54.17313488,24.25359236,18.3779226850354,18.3673702119038,14.93606984,17.6912854887569,19.0171188793454,-0.0793536941398261,1.17477558115071,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2008-08-15,8,"2008",228,"LS 5","P",9.4,"P",1.3,"P",21.925,21.2981896206747,-1.98194534756118,19.2345725663963,21.6300388059491,-2.22996940320891,18.8700864731671
199,"1_2_1_LE07_013030_20080823",6,1.0110754,39683.6402728125,14850,141.63443424,52.39040003,32.53887284,22.8510836446992,22.6840393411761,21.4439799200001,22.2751067873953,23.0898943312823,2.82829779775702,0.850196744451833,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2008-08-23,8,"2008",236,"LS 7","P",11.1,"F",0.800000000000001,"P",NA,NA,NA,NA,22.4203638800917,0.180242874748349,22.9118855507516
200,"1_1_2_1_LT05_013030_20080831",6,1.0092744,39691.6377624074,12726,143.34253844,49.79288004,29.75660456,21.4897117263192,21.4347745140361,18.87362888,21.2924732785684,21.8922211041752,2.43657706035849,0.705480269788846,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2008-08-31,8,"2008",244,"LS 5","P",10.9,"F",0.599999999999998,"P",NA,NA,NA,NA,20.850393800376,0.399433098431542,21.7421694398379
201,"1_2_1_LE07_013030_20080908",12,1.0072977,39699.6401819444,9465,147.18656929,47.67072441,26.3625107,20.6004983798796,20.6949805647364,17.61921554,20.3253251455344,20.712763021946,1.44644378079162,0.528706854954515,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2008-09-08,9,"2008",252,"LS 7","P",8.8,"P",0.399999999999999,"P",21.355,20.6772596367867,0.0120079775349623,21.3712674201496,21.0212748974879,-0.22300017560953,21.0494829233743
202,"1_2_1_LE07_013030_20080924",0,1.0029624,39715.6400765625,13203,152.21640997,42.43980495,24.87909002,18.5343217384197,18.52960231693,16.4331626000001,18.116814405346,18.52960231693,2.82391802865487,0.522497008181201,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2008-09-24,9,"2008",268,"LS 7","P",8.5,"P",0.399999999999999,"P",NA,NA,NA,NA,NA,NA,NA
203,"1_2_1_LE07_013030_20081010",0,0.9983859,39731.6399206829,15002,156.32908491,36.99332606,20.19982064,14.906417045764,14.7002684153045,13.9721882,14.6866518469232,15.0370066715124,3.47941986907995,0.492436975263306,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2008-10-10,10,"2008",284,"LS 7","P",6.2,"P",0.300000000000001,"P",14.8,13.5365648220745,0.7869457763182,15.868254175757,14.020489950184,0.464603619556165,15.4364926036731
204,"1_1_2_1_LT05_013030_20081018",9,0.9961141,39739.6367281944,16020,156.56749226,33.98145804,15.2539457,11.3570896730224,11.8424445857045,4.47009260000004,10.7831013054045,12.3677909092358,-1.3986457803761,1.62189240171129,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2008-10-18,10,"2008",292,"LS 5","P",10.8,"F",1.6,"P",NA,NA,NA,NA,13.0646238132142,-0.835363318562897,12.7606447746033
205,"1_2_1_LE07_013030_20081026",3,0.9939112,39747.6401120718,14882,159.20371333,31.67713164,16.81256282,11.9513012251924,11.9138516581599,10.46188166,11.8950366915673,11.9138516581599,3.45438564839651,0.442439150815626,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2008-10-26,10,"2008",300,"LS 7","P",6.3,"P",0,"P",11.98,10.4645954281022,0.98003613774344,13.3103851844299,11.0087106135864,0.618621542502702,12.8275049000704
206,"1_2_1_LE07_013030_20081127",60,0.9866177,39779.6404206366,13582,160.83076556,23.21967927,6.97208324000002,3.58543873233699,3.82078565535685,-1.57638478000001,3.44754774628665,3.82078565535685,-1.49955637016946,0.689342667637462,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2008-11-27,11,"2008",332,"LS 7","F",8.6,"P",0.4,"P",NA,NA,NA,NA,NA,NA,NA
207,"1_2_1_LE07_013030_20090522",7,1.0123974,39955.6412065278,14436,135.96067735,61.41612282,26.57784596,13.2227796316619,12.9248490743115,8.66400313999998,12.1471923080569,13.7521828034959,1.63545603450655,2.03422513159068,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2009-05-22,5,"2009",142,"LS 7","P",17.9,"F",1.7,"P",NA,NA,NA,NA,13.6787277559601,-0.515283296531498,13.7741256165697
208,"1_1_2_1_LT05_013030_20090530",50,1.0137994,39963.6395335764,9691,133.12551622,62.15374484,26.7726731,16.1608358793774,15.9458778619191,14.63528408,15.2951052637902,16.5913995140258,2.10810549068616,1.4844262043681,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2009-05-30,5,"2009",150,"LS 5","P",12.2,"F",1.3,"P",NA,NA,NA,NA,13.2568650474651,1.83788450743472,16.6027860956198
209,"1_1_2_1_LT05_013030_20090818",0,1.0121479,40043.6404577778,17134,140.14211902,53.92915572,36.5140301,25.6775832797522,25.2089142621098,24.33562484,25.0752710560246,25.9216602441345,2.50674673116234,1.07678658610895,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2009-08-18,8,"2009",230,"LS 5","P",12.2,"F",0.799999999999997,"P",NA,NA,NA,NA,NA,NA,NA
210,"1_1_2_1_LT05_013030_20090903",53,1.0086151,40059.6406263889,6199,145.83840504,49.46065009,23.74430738,12.5127382882744,12.0813845247191,7.14298424000003,10.692535426535,14.269494510246,0.485958369403774,2.45688754618062,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2009-09-03,9,"2009",246,"LS 5","P",16.6,"F",3.6,"F",NA,NA,NA,NA,NA,NA,NA
211,"1_1_2_1_LT05_013030_20090919",14,1.0044302,40075.6407741204,9874,151.19207559,44.38442029,18.93173522,16.2745234047203,16.6960002208793,11.36423894,15.8099703151617,16.8390970454668,-1.44174367543249,0.96747830551488,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2009-09-19,9,"2009",262,"LS 5","P",7.5,"P",1,"P",17.89,16.9026589452569,-0.139747882183469,17.7002918590634,17.3206311381579,-0.426926837917088,17.3051433455562
212,"1_1_2_1_LT05_013030_20091005",66,0.9998961,40091.6409036806,4706,155.65796847,38.96546805,18.46346648,14.3155437876426,14.4283163203794,10.6054385,13.8249288933894,15.0291632062673,-0.230232519325587,0.84567937068632,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2009-10-05,10,"2009",278,"LS 5","P",7.9,"P",1.2,"P",15.27,14.0485597210699,0.256802559980589,15.6186081639206,14.5224531729502,-0.0643546498898291,15.1818574455226
213,"1_1_2_1_LT05_013030_20091021",36,0.9953496,40107.6410132639,12535,158.89959364,33.53601388,16.75103846,10.9809725959893,10.8558550587859,9.55268834000003,10.7277062176489,11.4931663004013,2.10581588181379,0.826121629622709,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2009-10-21,10,"2009",294,"LS 5","P",7.2,"P",0.800000000000001,"P",11.49,9.93081351212828,0.625532253352656,12.3391676924558,10.4853872536812,0.253177113949309,11.8368777402449
214,"1_1_2_1_LT05_013030_20091122",27,0.9875894,40139.6411766204,17133,161.29596051,24.42046622,11.13864962,7.53941309158919,7.71726061616353,6.17910260000002,7.30363799415835,7.86074972863716,1.89161179828334,0.435949526279449,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2009-11-22,11,"2009",326,"LS 5","P",4.9,"P",0.600000000000001,"P",8.535,6.71178175355093,0.679912234999425,9.45800737049371,7.32942699139542,0.265031374987486,8.89813776662058
215,"1_1_2_1_LT05_013030_20100501",37,1.0076279,40299.6414721875,4504,141.27507925,56.8421573,21.70374944,10.6227608409364,10.5629970955766,7.84367834,9.88759201206319,11.2374864374349,1.90034838025561,1.33716257553024,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2010-05-01,5,"2010",121,"LS 5","P",13.9,"F",1.3,"P",NA,NA,NA,NA,NA,NA,NA
216,"1_1_2_1_LT05_013030_20100517",36,1.0113477,40315.6414429051,17134,137.473008,60.58406937,22.06264154,10.7284208495559,10.2862022582882,7.94621893999999,9.05024221126117,11.7577759199019,1.32257760003172,2.06325682368994,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2010-05-17,5,"2010",137,"LS 5","P",14.2,"F",2.7,"P",NA,NA,NA,NA,NA,NA,NA
217,"1_2_1_LE07_013030_20100525",9,1.0129046,40323.642369919,11970,136.0581855,62.05745666,28.72778054,18.1615450342078,17.9301050772517,14.0371305800001,17.4680241652058,18.8493135750257,1.493203208507,1.7607183520721,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2010-05-25,5,"2010",145,"LS 7","P",14.7,"F",1.3,"P",NA,NA,NA,NA,NA,NA,NA
218,"1_1_2_1_LT05_013030_20100602",4,1.0142216,40331.6413813542,15474,133.53642009,62.74109899,32.38506194,21.7218200456108,21.6659841502305,19.12656236,21.0056167179811,22.4600500585776,1.7017223192215,1.28772003620587,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2010-06-02,6,"2010",153,"LS 5","P",13.3,"F",1.5,"P",NA,NA,NA,NA,20.5353317775759,0.772800894064213,21.9586564733152
219,"1_1_2_1_LT05_013030_20100618",5,1.0160488,40347.6413324306,16910,130.6832996,63.26365956,29.20972136,17.3122145216962,17.4470341833561,10.42428344,16.2276363803803,18.6490158989998,0.343562801164239,2.48486405235,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2010-06-18,6,"2010",169,"LS 5","P",18.8,"F",2.4,"P",NA,NA,NA,NA,19.0561422807008,-1.09979541565019,18.0083541513575
220,"1_1_2_1_LT05_013030_20100704",40,1.0167037,40363.6412778356,6335,130.07694463,62.35034344,31.75614626,21.8124315316702,21.6138880575919,18.71981798,20.9236493623512,22.3343967825626,1.74846659942751,1.51797380467234,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2010-07-04,7,"2010",185,"LS 5","P",13.1,"F",1.4,"P",NA,NA,NA,NA,NA,NA,NA
221,"1_2_1_LE07_013030_20100712",25,1.0165742,40371.6424396065,5707,131.44896681,61.67453959,32.82598652,25.4736171376318,25.5209103139971,18.40877816,25.0811899243487,26.3808875646237,-0.557954749145236,1.45803028835599,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2010-07-12,7,"2010",193,"LS 7","P",14.4,"F",1.3,"P",NA,NA,NA,NA,25.5389439023842,-0.0122865900232899,25.5681147260247
222,"1_2_1_LE07_013030_20100728",24,1.0154126,40387.6424427894,9621,134.59711296,59.07965381,31.24686128,22.023557818973,22.3206262278658,15.59232968,21.0869349248159,23.1337377777961,-0.396284539986254,1.94919957627117,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2010-07-28,7,"2010",209,"LS 7","P",15.6,"F",2,"P",NA,NA,NA,NA,NA,NA,NA
223,"1_2_1_LE07_013030_20100829",0,1.0098616,40419.642474213,14770,144.92147483,51.2765677,32.36455382,21.8529374521882,21.7647373672882,20.52795056,21.356299938511,22.1732389861498,3.01197260389448,1.13509164652361,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2010-08-29,8,"2010",241,"LS 7","P",11.9,"F",0.800000000000001,"P",NA,NA,NA,NA,21.4164374345592,0.238077772660962,22.0511214386992
224,"1_1_2_1_LT05_013030_20100906",28,1.0079366,40427.6410730671,14013,146.95940977,48.65947916,25.96260236,20.5687717832755,20.7302886920732,16.5938095400001,20.1677607516064,21.1431994823613,-0.716717353415646,0.871840579800551,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2010-09-06,9,"2010",249,"LS 5","P",9.4,"P",0.900000000000002,"P",19.975,19.1739554652683,1.05249023851471,21.4036795005841,19.5474254348976,0.808481619530082,21.0825427554409
225,"1_2_1_LE07_013030_20100914",61,1.00586,40435.6424882407,8017,150.31899714,46.3166553,22.04213342,17.8233582849738,18.3313615469741,10.57809434,17.9376341907775,18.7270467207004,-2.01837626161577,1.40233047332343,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2010-09-14,9,"2010",257,"LS 7","P",11.4,"F",0.800000000000001,"P",NA,NA,NA,NA,17.0482893896358,0.87696113722911,18.836370711236
226,"1_1_2_1_LT05_013030_20100922",62,1.0036693,40443.6410085532,14916,152.07256796,43.47270131,26.3659287200001,17.7281683113719,17.7503594919978,15.9375497,16.9475774136375,17.8376603003864,1.59521047416327,1.09086130309336,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2010-09-22,9,"2010",265,"LS 5","P",10.5,"F",0.900000000000002,"P",NA,NA,NA,NA,NA,NA,NA
227,"1_1_2_1_LT05_013030_20101008",3,0.9991087,40459.6409143981,17134,156.24245596,37.99198895,20.28527114,15.1687660380416,15.167480640524,14.43020288,15.0306871462851,15.167480640524,3.09904029412746,0.47598560589327,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2010-10-08,10,"2010",281,"LS 5","P",5.9,"P",0.199999999999999,"P",14.895,13.6400531527225,1.032915310962,16.2971446711194,14.1219506015942,0.714590361531228,15.873954425364
228,"1_2_1_LE07_013030_20101117",75,0.9886641,40499.6428151157,15212,161.89937213,25.78183641,12.4511693000001,7.59954338998983,7.44785784001106,6.55850282000006,7.44785784001106,7.88376290277244,2.75213831229498,0.568938447375006,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2010-11-17,11,"2010",321,"LS 7","P",5.9,"P",0.5,"P",NA,NA,NA,NA,NA,NA,NA
229,"1_2_1_LE07_013030_20110512",25,1.0102063,40675.6433872685,13934,139.95139381,59.86502579,23.46402974,11.5257816910676,11.4282530200123,8.29485698000002,10.6583418599738,12.1804486080704,2.04394719687444,1.60641882130864,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2011-05-12,5,"2011",132,"LS 7","P",15.2,"F",1.5,"P",NA,NA,NA,NA,9.56690135670461,1.27217170737595,12.3728274464681
230,"1_1_2_1_LT05_013030_20110621",3,1.0162461,40715.6404082986,17134,129.85707336,63.01580496,30.6692159,21.3050789216996,21.0698739943266,19.70762576,20.3195853211377,21.6755578083453,1.96196133330222,1.24762975544939,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2011-06-21,6,"2011",172,"LS 5","P",11,"F",1.4,"P",NA,NA,NA,NA,21.1440956860371,-0.050711346259526,21.4005044801655
231,"1_2_1_LE07_013030_20110629",49,1.0166218,40723.6433432755,13846,131.1982263,63.20412934,32.10136628,22.27654857565,22.1210255756404,20.3638856,21.6777587649715,22.5617032214557,2.17420181699859,1.1070174852699,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2011-06-29,6,"2011",180,"LS 7","P",11.7,"F",0.900000000000002,"P",NA,NA,NA,NA,20.5032915718674,1.10571445441142,22.3847224881999
232,"1_1_2_1_LT05_013030_20110707",16,1.0166933,40731.6403385069,4976,129.69343806,61.86865653,28.4475029,22.2736611409249,21.9386628560129,20.06309984,21.7942194779939,22.5525610315896,1.11599977084399,0.952383236122047,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2011-07-07,7,"2011",188,"LS 5","P",8.3,"P",0.800000000000001,"P",23.6,23.1228522926263,-0.800774256848068,22.5129402728418,23.4189502913395,-1.01172743972262,22.2139719743423
233,"1_2_1_LE07_013030_20110715",16,1.0164594,40739.6433435301,14840,132.33631963,61.46996744,35.0066832800001,25.0165403163888,24.6327260780174,23.42984954,24.2328575769439,25.8384551775097,1.50205696955264,1.09715648881493,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2011-07-15,7,"2011",196,"LS 7","P",11.6,"F",1.6,"P",NA,NA,NA,NA,23.4189502913395,0.82962836832104,24.7364868856224
234,"1_2_1_LE07_013030_20110731",12,1.0150966,40755.6433047917,15182,135.8011344,58.69336407,32.77471622,24.1437996346124,23.9172134925773,22.7906798,23.8848871135194,24.2773432607951,3.51426698237125,0.752747886452412,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2011-07-31,7,"2011",212,"LS 7","P",10,"P",0.400000000000002,"P",24.55,24.1577355991063,-0.162612189905718,24.3292060227739,24.4335568054415,-0.352879821702248,24.0665355826094
235,"1_1_2_1_LT05_013030_20110824",62,1.0110274,40779.6400412384,17098,141.81414762,52.36918784,20.7227777000001,12.8037519182614,12.7519646724562,5.86464476000003,11.8442308691597,13.834896562332,0.273630405990742,1.49833103584072,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2011-08-24,8,"2011",236,"LS 5","P",14.8,"F",2,"P",NA,NA,NA,NA,NA,NA,NA
236,"1_2_1_LE07_013030_20110901",42,1.0092212,40787.6432298958,14545,146.28126128,50.57603209,29.831801,21.5647100376761,21.4252802108741,19.02060374,21.4252802108741,21.9094306450492,1.23990356818126,0.722800489596421,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2011-09-01,9,"2011",244,"LS 7","P",10.8,"F",0.5,"P",NA,NA,NA,NA,NA,NA,NA
237,"1_1_2_1_LT05_013030_20111011",1,0.9983227,40827.6395409838,17134,156.3268844,36.93492219,21.3722015,15.8494418840301,15.866061484297,15.1855853,15.7158800212142,15.866061484297,3.38592785850062,0.457292594801683,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2011-10-11,10,"2011",284,"LS 5","P",6.2,"P",0.200000000000001,"P",17.22,16.1727938764762,-0.207426512298122,16.9384264440777,16.6050665440017,-0.505103429303972,16.5280521394633
238,"1_2_1_LE07_013030_20111104",16,0.9917652,40851.6432741435,13970,161.45083653,29.45775357,11.93504828,9.20122579275573,9.26076578842556,1.26740786000005,8.91971735511048,9.5959161868842,-2.58484862076945,0.606835927535016,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2011-11-04,11,"2011",308,"LS 7","P",10.6,"F",0.699999999999999,"P",NA,NA,NA,NA,9.16639878534854,0.0644596600375343,10.3433580498224
239,"1_1_2_1_LT05_013030_20111112",32,0.9898324,40859.6391913542,17016,160.39132198,26.82625862,9.94917866000003,8.10620836653931,8.14510170830445,3.87877514000002,8.00511194969298,8.56892410846689,-1.6706184832283,0.567353998392479,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2011-11-12,11,"2011",316,"LS 5","P",6,"P",0.6,"P",9.395,7.64862348362759,0.335704151386188,9.85075603596049,8.24791288837198,-0.0703133414404891,9.29873546817743
240,"1_2_1_LE07_013030_20120615",0,1.0158358,41075.6439702662,14958,132.62309677,63.82087721,29.83521902,20.3301514786314,20.2911319936279,18.83944868,19.9267237305608,20.6501112530866,2.62329179010391,1.0364105820171,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2012-06-15,6,"2012",167,"LS 7","P",11,"F",0.800000000000001,"P",NA,NA,NA,NA,20.2309498233453,0.0411475249813686,20.6713499849191
241,"1_2_1_LE07_013030_20120802",23,1.014748,41123.6443481829,12845,137.21638444,58.33457711,35.49546014,25.6092205772118,25.6146719420803,23.66911094,25.1372703945226,25.6146719420803,2.8549488035693,0.871459109106531,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2012-08-02,8,"2012",215,"LS 7","P",11.8,"F",0.5,"P",NA,NA,NA,NA,NA,NA,NA
242,"1_2_1_LE07_013030_20120818",36,1.0121038,41139.6444889236,9602,142.40647683,54.52697828,30.9597476,25.0488873575869,25.0360564097488,17.31159374,24.6368685056492,25.4354390865145,1.06740950683654,0.590148915315678,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2012-08-18,8,"2012",231,"LS 7","P",13.7,"F",0.799999999999997,"P",NA,NA,NA,NA,24.6044379025534,0.295040087198787,25.1141345843305
243,"1_2_1_LE07_013030_20120903",1,1.0085604,41155.6446061806,15310,147.98201552,49.95617242,29.1584510600001,21.6539639766493,21.513925972281,20.75353988,21.4963209194838,21.8727183771072,3.46857484122183,0.590768914759614,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2012-09-03,9,"2012",247,"LS 7","P",8.4,"P",0.399999999999999,"P",22.81,22.2622651219745,-0.506033869733807,22.1230412020782,22.5752248743494,-0.725358460318827,21.8162808163051
244,"1_2_1_LE07_013030_20120919",9,1.0043688,41171.6446963542,15023,153.1829561,44.78675316,24.43816544,18.995127289924,19.177058052593,13.60987808,18.8414324016314,19.177058052593,-0.0532238718300593,0.477448620299962,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2012-09-19,9,"2012",263,"LS 7","P",10.8,"F",0.399999999999999,"P",NA,NA,NA,NA,19.0614823149856,0.0790027057740185,19.6282162879905
245,"1_2_1_LE07_013030_20121005",2,0.9998326,41187.6448089815,14955,157.48461694,39.28645531,23.68961906,16.8950911512885,16.9518690011314,15.2881259,16.5365243900397,16.9518690011314,2.93691003375661,0.757757044155289,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2012-10-05,10,"2012",279,"LS 7","P",8.4,"P",0.5,"P",NA,NA,NA,NA,NA,NA,NA
246,"1_2_1_LE07_013030_20121021",56,0.9952887,41203.6449293519,5077,160.55863634,33.80764476,15.58207562,12.0914784272649,12.2333071266082,6.79092818000004,11.8548513353025,12.612090189293,-1.19859015637254,0.701588644452619,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2012-10-21,10,"2012",295,"LS 7","P",8.8,"P",0.699999999999999,"P",NA,NA,NA,NA,NA,NA,NA
247,"1_2_1_LE07_013030_20121106",0,0.9910839,41219.6449504745,15166,162.29822492,28.7801346,10.99509278,9.42963345514159,9.46432455572325,3.05503232000001,9.12674183539408,9.81187842424151,-1.96406328687013,0.888300926418002,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2012-11-06,11,"2012",311,"LS 7","P",7.9,"P",0.700000000000001,"P",11.145,9.55498746924869,-0.0613418104683734,11.0617734494219,10.1169248880336,-0.446077889689789,10.5339549228417
248,"1_2_1_LE07_013030_20121122",0,0.9875474,41235.6450577778,15284,162.69163844,24.67119631,10.3935212600001,6.7044345981006,6.63786866080496,4.02916802000004,6.63786866080496,6.99582797165188,0.544390924689954,0.467707790248266,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2012-11-22,11,"2012",327,"LS 7","P",6.4,"P",0.4,"P",8.075,6.21068036304481,0.288839587463835,8.46714941465477,6.83814383719866,-0.136935385210747,7.88747763055966
249,"1_2_1_LE07_013030_20130501",0,1.0076833,41395.6450047801,14831,143.24660547,57.49223022,28.48851914,12.6897591254593,12.6419730428598,8.18548034000003,11.5408956018437,13.7317662028433,1.17864024007756,2.3570159469102,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2013-05-01,5,"2013",121,"LS 7","P",20.3,"F",2.2,"P",NA,NA,NA,NA,8.22121271694825,3.02148652975673,13.5092621191014
250,"1_2_1_LE07_013030_20130517",34,1.0113929,41411.6449770833,9466,139.53267734,61.25221336,23.05044932,12.6398915724369,12.570466838288,9.93550658000004,12.1943919962876,12.942666128507,1.89249091132703,1.14749363066033,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2013-05-17,5,"2013",137,"LS 7","P",13.2,"F",0.700000000000001,"P",NA,NA,NA,NA,11.2436721221153,0.906817249222371,13.4423091738965
251,"1_2_1_LE07_013030_20130602",14,1.0142533,41427.6448724537,14806,135.61134949,63.41863771,37.76502542,20.0104731769587,19.8557129271238,16.51519508,18.7412512356379,20.7523810875784,1.80981121874225,2.16246399891266,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2013-06-02,6,"2013",153,"LS 7","P",21.3,"F",2.1,"P",NA,NA,NA,NA,NA,NA,NA
252,"1_2_1_LE07_013030_20130720",61,1.016124,41475.6446131481,12659,134.04255941,60.86595567,36.72936536,26.4299907813376,26.418170361648,19.05478394,25.8196142481823,27.0142193772101,0.0937794597030067,1.54478723583642,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2013-07-20,7,"2013",201,"LS 7","P",17.6,"F",1.2,"P",NA,NA,NA,NA,NA,NA,NA
253,"1_2_1_LE07_013030_20130805",0,1.0143674,41491.6445485648,14812,138.06841884,57.74016306,28.57738766,21.9739462127893,21.7276853512935,17.79011654,21.4081375905924,22.2602541042619,0.903885335815073,0.711796668223119,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2013-08-05,8,"2013",217,"LS 7","P",10.8,"F",0.900000000000002,"P",NA,NA,NA,NA,22.35094343439,-0.425964548664163,22.0164287625674
